Value,Quarter,Year,Age,Gender,Started,Profession,Grade,Company,City,Skill,Industry,SourceType,Created
3400000,4,2024,,Male,,Тимлид | Teamleader,Senior,Foreign,Almaty,,Стартап,,2024-10-11 13:05:57
1200000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
400000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
250000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1650000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1350000,4,2024,,Male,,Тимлид | Teamleader,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
400000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
830000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Astana,BI,Продажи и маркетинг,,2024-10-11 13:05:57
1000000,4,2024,,Male,,,Senior,Local,Astana,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Male,,Тимлид | Teamleader,Senior,Local,Almaty,,Стартап,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
600000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
350000,4,2024,,Male,,BI Developer,Junior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
600000,4,2024,,Female,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
450000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
850000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
600000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1500000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
250000,4,2024,,Male,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
450000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
700000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
650000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
584000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1260000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
1200000,4,2024,,Female,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
450000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
625000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
772000,4,2024,,Male,,,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
1250000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Machine Learning | ML,Банк,,2024-10-11 13:05:57
300000,4,2024,,Male,,BI Developer,Senior,Local,,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
2160000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
900000,4,2024,,Female,,Data Warehouse Specialist | DWH,Senior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
250000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
420000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Foreign,Astana,,Телеком,,2024-10-11 13:05:57
1000000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
950000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Almaty,BI,Банк,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
200000,4,2024,,Female,,Data Warehouse Specialist | DWH,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1450000,4,2024,,Male,,,Middle,Foreign,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
650000,4,2024,,Male,,BI Developer,Middle,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
250000,4,2024,,Female,,Дата аналитик | Data Analyst,Junior,Local,Astana,,Телеком,,2024-10-11 13:05:57
1040000,4,2024,,Male,,,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
560000,4,2024,,Male,,,Junior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1320000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
600000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
58000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
250000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
390000,4,2024,,Female,,Дата инженер | Data Engineer,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1700000,4,2024,,Male,,,Middle,Foreign,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
2300000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Foreign,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1200000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,BI,Продажи и маркетинг,,2024-10-11 13:05:57
900000,4,2024,,Male,,Дата инженер | Data Engineer,Junior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
950000,4,2024,,Female,,Дата инженер | Data Engineer,Senior,Foreign,,,Стартап,,2024-10-11 13:05:57
900000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
750000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
450000,4,2024,,Male,,BI Developer,Middle,Local,Astana,,IT продукт,,2024-10-11 13:05:57
1700000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1100000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1000000,4,2024,,Male,,BI Developer,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
2860584,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
440000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1070000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
850000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1650000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Foreign,Almaty,,Стартап,,2024-10-11 13:05:57
290000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1400000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
300000,4,2024,,Female,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
2700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Стартап,,2024-10-11 13:05:57
1200000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
500000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1200000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
680000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
2000000,4,2024,,Male,,Head Of Department,Lead,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
850000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
1100000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1500000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
2300000,4,2024,,Female,,,Senior,Foreign,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
650000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,,,Банк,,2024-10-11 13:05:57
270000,4,2024,,Male,,Дата инженер | Data Engineer,Junior,Local,Astana,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
3000000,4,2024,,Male,,Head Of Department,Lead,Local,Almaty,Дата аналитика | Data Analysis,IT продукт,,2024-10-11 13:05:57
875000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Банк,,2024-10-11 13:05:57
1300000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1560000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Foreign,Astana,,Банк,,2024-10-11 13:05:57
850000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
700000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
730000,4,2024,,Male,,,Senior,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
400000,4,2024,,Male,,,Junior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
1800000,4,2024,,Male,,Тимлид | Teamleader,Lead,Foreign,Almaty,BI,Продажи и маркетинг,,2024-10-11 13:05:57
1200000,4,2024,,Male,,Тимлид | Teamleader,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
824000,4,2024,,Female,,Data Warehouse Specialist | DWH,Junior,Local,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1300000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,,Дата аналитика | Data Analysis,Продажи и маркетинг,,2024-10-11 13:05:57
1300000,4,2024,,Male,,,Senior,Foreign,Almaty,,Банк,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
758000,4,2024,,Male,,,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
2200000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Data Warehouse | DWH,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
385000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Astana,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
150000,4,2024,,,,Quality Assurance (QA),Junior,Foreign,Almaty,,IT продукт,,2024-10-10 13:38:30
2600000,4,2024,,,,Архитектор (Architect),Senior,Local,Almaty,,E-Commerce,,2024-10-10 04:45:26
645000,4,2024,22,Female,2022,Product Manager,Junior,Local,Almaty,,Финтех,,2024-10-09 08:52:44
1500000,4,2024,33,Male,2014,Backend Developer,Lead,Local,Astana,.NET,IT аутсорс/аутстафф,,2024-10-08 12:58:00
1000000,4,2024,,,,Техлид (Techleader),Lead,Local,Almaty,Node.js,Продажи и маркетинг,,2024-10-08 07:18:35
240000,4,2024,,,,Frontend Developer,Junior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-07 09:48:51
900000,4,2024,25,Male,2021,Backend Developer,Middle,Local,Astana,Java,IT продукт,,2024-10-04 19:27:56
1500000,4,2024,,,,Backend Developer,Middle,Foreign,,Java,IT аутсорс/аутстафф,,2024-10-03 06:38:33
700000,4,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,C/C++,Банк,,2024-10-02 17:36:05
1800000,4,2024,23,Male,2021,Backend Developer,Middle,Foreign,Astana,Java,Банк,,2024-10-02 13:59:23
1500000,4,2024,,,,Product Analyst,Middle,Foreign,Astana,Python,GameDev (Game development),,2024-10-02 12:23:00
500000,3,2024,,,,Product Manager,Middle,Local,Almaty,,Образование (Education),,2024-10-02 06:07:04
1000000,3,2024,38,Male,2009,Chief Executive Officer (CEO),Lead,Local,Almaty,Python,E-Commerce,,2024-10-02 05:28:59
600000,4,2024,,,,Frontend Developer,Middle,Local,Karaganda,React,Образование (Education),,2024-10-01 09:44:18
750000,4,2024,,,,Project Manager,Senior,Local,Almaty,,Страхование (Insurance),,2024-10-01 09:02:34
700000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Spring,HR системы,,2024-09-30 14:57:52
1100000,3,2024,,,,Backend Developer,Senior,Local,Astana,Python,Другое | Other,,2024-09-27 12:30:24
300000,3,2024,,,,Business Analyst (BA),Junior,Local,Almaty,,IT аутсорс/аутстафф,,2024-09-27 10:55:36
750000,3,2024,,,,Системный аналитик | System Analyst,Middle,Local,Almaty,,IT аутсорс/аутстафф,,2024-09-27 09:13:48
1076000,3,2024,22,Male,2019,Product Manager,Middle,Foreign,,,Банк,,2024-09-27 09:01:01
950000,3,2024,,,,Backend Developer,Middle,Local,Karaganda,Elixir,IT продукт,,2024-09-27 04:56:06
883000,3,2024,,,,Дата аналитик | Data Analyst,Middle,Foreign,Astana,Python,Банк,,2024-09-26 17:12:54
1400000,3,2024,,,,Android Developer,Middle,Local,Almaty,Kotlin,Финтех,,2024-09-25 16:11:52
800000,3,2024,26,Female,2022,Product Analyst,Middle,Local,Almaty,,E-Commerce,,2024-09-25 12:15:24
2500000,3,2024,36,Male,2024,Head Of Department,Lead,Local,Almaty,,Финтех,,2024-09-24 05:46:20
600000,3,2024,,,,Project Manager,Middle,Local,Astana,,IT продукт,,2024-09-23 19:37:53
1350000,3,2024,28,Female,2020,Project Manager,Lead,Foreign,Almaty,,Другое | Other,,2024-09-23 09:15:48
1100000,3,2024,,,,Fullstack Developer,Middle,Local,Almaty,FastAPI,Образование (Education),,2024-09-23 08:29:53
200000,3,2024,,,,Backend Developer,Junior,Local,Almaty,PHP,Другое | Other,,2024-09-22 20:28:36
300000,3,2024,,,,Backend Developer,Junior,Local,Almaty,Python,Банк,,2024-09-21 23:39:09
500000,3,2024,,,,iOS Developer,Junior,Local,Almaty,Swift,IT продукт,,2024-09-21 16:49:56
750000,3,2024,,,,Backend Developer,Middle,Local,Astana,Java,IT продукт,,2024-09-21 13:52:01
1500000,3,2024,,,,Backend Developer,Middle,Local,Astana,Golang,IT аутсорс/аутстафф,,2024-09-21 13:51:08
400000,3,2024,,,,System Administrator,Middle,Local,Almaty,Другое,Строительная компания,,2024-09-20 13:39:27
700000,3,2024,,,,Project Manager,Senior,Local,Almaty,,IT аутсорс/аутстафф,,2024-09-20 12:16:08
2000000,3,2024,34,Male,2015,Project Manager,Senior,Local,Almaty,,IT аутсорс/аутстафф,,2024-09-20 10:32:32
2000000,3,2024,35,Male,2008,Project Manager,Lead,Foreign,,,IT продукт,,2024-09-20 08:21:21
800000,3,2024,,,,Project Manager,Senior,Local,Almaty,Другое,Энергетика,,2024-09-20 05:29:50
400000,3,2024,,,,Quality Assurance (QA),Middle,Local,Astana,,Государственное учреждение (Government),,2024-09-20 04:52:44
880000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Java,Банк,,2024-09-19 18:59:36
800000,2,2024,,,,Backend Developer,Middle,Local,Almaty,Java,Банк,,2024-09-19 18:54:17
2000000,3,2024,,,,Android Developer,Middle,Local,Almaty,Android,IT продукт,,2024-09-19 11:31:08
800000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Python,IT аутсорс/аутстафф,,2024-09-19 06:03:19
950000,3,2024,,,,Дата аналитик | Data Analyst,Senior,Local,Almaty,Другое,Телеком,,2024-09-19 05:16:44
1500000,3,2024,,,,Data Scientist,Senior,Local,Almaty,Python,IT продукт,,2024-09-18 18:44:25
800000,3,2024,,,,Android Developer,Middle,Local,Almaty,Android,IT продукт,,2024-09-18 15:50:32
1000000,3,2024,,,,Quality Assurance (QA),Senior,Local,Astana,Python,Банк,,2024-09-18 08:16:42
1040000,3,2024,,,,Quality Assurance (QA),Senior,Foreign,Astana,,IT аутсорс/аутстафф,,2024-09-18 06:48:48
800000,3,2024,26,Male,2019,Product Manager,Middle,Local,Astana,,Телеком,,2024-09-18 06:09:30
400000,3,2024,,,,Quality Assurance (QA),Middle,Local,Astana,,Образование (Education),,2024-09-18 05:50:36
180000,3,2024,,,,Talent Acquisition,Junior,Local,Almaty,,Образование (Education),,2024-09-18 04:46:39
3200000,3,2024,29,Male,2014,Chief Technical Officer (CTO),Senior,Foreign,,Python,Другое | Other,,2024-09-17 17:44:29
400000,3,2024,,,,Backend Developer,Junior,Local,Astana,.NET,Другое | Other,,2024-09-16 14:18:32
1150000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Python,Финтех,,2024-09-16 06:37:50
1438362,3,2024,25,Male,2020,Backend Developer,Middle,Foreign,,Symfony,IT продукт,,2024-09-15 17:05:29
251000,3,2024,24,Male,2022,Game Designer,Junior,Local,Almaty,Unreal,GameDev (Game development),,2024-09-15 10:50:33
175000,3,2024,,,,Frontend Developer,Junior,Foreign,Almaty,React,Агропромышленность,,2024-09-15 10:50:04
200000,3,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Almaty,Другое,Продажи и маркетинг,,2024-09-13 18:44:59
970000,3,2024,40,Male,2018,Backend Developer,Lead,Local,Almaty,Java,Образование (Education),,2024-09-13 18:15:02
700000,3,2024,,,,DevOps,Middle,Local,Almaty,Python,Банк,,2024-09-13 17:35:47
1600000,3,2024,,,,Machine Learning Developer | ML разработчик,Middle,Local,Astana,Python,Финтех,,2024-09-13 08:33:05
200000,3,2024,,,,Frontend Developer,Trainee,Local,Almaty,React,Продажи и маркетинг,,2024-09-13 06:49:36
580000,3,2024,,,,Technical Support,Senior,Local,Kostanay,,Образование (Education),,2024-09-12 15:29:55
300000,3,2024,,,,Technical Support,Middle,Local,Almaty,,Финтех,,2024-09-12 15:26:16
920000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Java,IT продукт,,2024-09-12 15:03:48
800000,3,2024,,,,Product Manager,Middle,Local,Almaty,,IT продукт,,2024-09-12 13:56:06
425000,3,2024,,,,System Administrator,Junior,Local,Kostanay,Другое,Медицина,,2024-09-12 11:25:08
650000,3,2024,,,,1C Developer (1С разработчик),Middle,Local,Kostanay,,Другое | Other,,2024-09-12 09:20:40
200000,3,2024,,,,Product Manager,Trainee,Local,Almaty,Другое,Продажи и маркетинг,,2024-09-12 09:01:09
850000,3,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,,Финтех,,2024-09-12 08:40:45
1000000,3,2024,40,Male,2000,Head Of Department,Lead,Local,Kostanay,,Торговля (FMCG, Retail),,2024-09-12 08:25:01
900000,3,2024,24,Male,2022,Backend Developer,Middle,Local,Astana,PHP,IT аутсорс/аутстафф,,2024-09-12 08:17:06
1600000,3,2024,,,,Автоматизатор (Automation tests),Senior,Local,Almaty,Python,Финтех,,2024-09-12 06:38:59
1800000,3,2024,34,Male,2012,Project Manager,Senior,Local,Almaty,,Банк,,2024-09-12 06:29:05
1250000,3,2024,,,,Mobile Developer,Middle,Local,Almaty,Android,Телеком,,2024-09-12 06:17:23
600000,3,2024,,,,1C Developer (1С разработчик),Middle,Local,Kostanay,Другое,Продажи и маркетинг,,2024-09-12 04:47:00
500000,3,2024,,,,Business Analyst (BA),Middle,Local,Astana,,E-Commerce,,2024-09-12 03:47:49
445000,3,2024,,,,Chief Technical Officer (CTO),Lead,Local,Kostanay,PHP,Телеком,,2024-09-12 03:11:37
300000,3,2024,,,,Fullstack Developer,Junior,Local,Almaty,PHP,IT аутсорс/аутстафф,,2024-09-11 22:24:35
3500000,3,2024,,,,Security Engineer,Senior,Local,Kostanay,Golang,IT аутсорс/аутстафф,,2024-09-11 19:29:11
2000000,3,2024,,,,Mobile Developer,Lead,Local,Almaty,Swift,IT аутсорс/аутстафф,,2024-09-11 15:42:38
700000,3,2024,,,,DevOps,Middle,Local,Almaty,Golang,Телеком,,2024-09-11 15:22:47
2000000,3,2024,36,Male,2009,Frontend Developer,Middle,Local,Almaty,Typescript,Другое | Other,,2024-09-11 15:13:20
1800000,3,2024,,,,Android Developer,Senior,Local,Almaty,Android,IT продукт,,2024-09-11 15:03:51
700000,3,2024,,,,Product Designer,Senior,Local,Almaty,Flutter,Банк,,2024-09-11 14:27:52
1200000,3,2024,,,,Flutter developer,Middle,Local,Almaty,Flutter,Банк,,2024-09-11 13:53:46
420000,3,2024,,,,iOS Developer,Trainee,Foreign,Astana,Swift,IT продукт,,2024-09-11 13:38:52
500000,3,2024,,,,Frontend Developer,Middle,Local,Astana,React,IT аутсорс/аутстафф,,2024-09-11 13:26:14
806000,3,2024,,,,Backend Developer,Middle,Local,Astana,Другое,IT продукт,,2024-09-11 13:22:50
1000000,3,2024,,,,iOS Developer,Middle,Local,Almaty,Swift,IT продукт,,2024-09-11 13:18:36
198251,3,2024,,,,Backend Developer,Junior,Local,Astana,Golang,IT продукт,,2024-09-11 13:18:33
1200000,1,2024,,,,Fullstack Developer,Lead,Local,Almaty,Typescript,Продажи и маркетинг,,2024-09-11 13:08:54
600000,3,2024,,,,UX Designer,Middle,Local,Almaty,,Банк,,2024-09-11 13:05:45
350000,3,2024,,,,Frontend Developer,Junior,Local,Almaty,React,Телеком,,2024-09-11 13:01:55
2800000,3,2024,34,Male,2013,Frontend Developer,Senior,Local,Almaty,React,IT продукт,,2024-09-11 13:01:33
300000,3,2024,,,,Project Manager,Junior,Local,Astana,,Образование (Education),,2024-09-11 12:53:26
700000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Python,Другое | Other,,2024-09-11 12:52:08
550000,3,2024,,,,Quality Assurance (QA),Junior,Local,Astana,,IT продукт,,2024-09-11 12:51:20
500000,3,2024,29,Female,2020,Quality Assurance (QA),Middle,Local,Astana,,Другое | Other,,2024-09-11 12:51:16
1000000,3,2024,,,,Fullstack Developer,Senior,Local,Almaty,Java,Банк,,2024-09-10 11:37:50
1500000,3,2024,,,,IT HR,Lead,Local,Almaty,,Финтех,,2024-09-10 11:12:37
800000,3,2024,34,Male,2010,DevOps,Middle,Local,Astana,.NET,IT продукт,,2024-09-10 09:50:05
1000000,3,2024,,,,Project Manager,Senior,Local,Astana,,IT продукт,,2024-09-10 06:45:00
700000,2,2024,25,Male,2022,Системный аналитик | System Analyst,Middle,Local,Almaty,Другое,Телеком,,2024-09-10 06:23:31
1350000,3,2024,,,,Frontend Developer,Senior,Local,Astana,React,Банк,,2024-09-10 05:29:15
900000,3,2024,,,,Product Manager,Middle,Local,,,IT продукт,,2024-09-09 18:33:22
925000,3,2024,,,,Machine Learning Developer | ML разработчик,Middle,Local,Almaty,Python,Digital агентство,,2024-09-09 14:18:42
1000000,3,2024,,,,Data Scientist,Middle,Local,Almaty,Другое,Банк,,2024-09-09 13:57:30
1580000,3,2024,,,,Дата аналитик | Data Analyst,Middle,Local,Almaty,Python,Saas Компания (Услуги SaaS),,2024-09-09 13:03:34
250000,3,2024,25,Male,2022,Customer Support,Lead,Local,Almaty,,IT продукт,,2024-09-09 12:34:32
600000,3,2024,,,,Frontend Developer,Middle,Local,Almaty,React,Digital агентство,,2024-09-09 09:35:00
200000,2,2024,,,,Frontend Developer,Trainee,Local,Astana,Python,Другое | Other,,2024-09-08 11:31:47
1500000,3,2024,,,,Chief Executive Officer (CEO),Junior,Local,Almaty,Laravel,IT продукт,,2024-09-07 17:50:35
650000,3,2024,,,,Backend Developer,Junior,Foreign,Almaty,Golang,Банк,,2024-09-06 11:40:01
360000,3,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Astana,,Образование (Education),,2024-09-06 06:43:20
800000,3,2024,,,,Backend Developer,Middle,Local,Almaty,Django,Финтех,,2024-09-06 05:05:53
600000,3,2024,,,,Machine Learning Developer | ML разработчик,Middle,Foreign,,Python,Другое | Other,,2024-09-05 06:39:54
200000,3,2024,,,,Frontend Developer,Junior,Local,Astana,Angular,Агропромышленность,,2024-09-05 05:52:28
1000000,3,2024,,,,Game Designer,Middle,Local,,,Web-студия,,2024-09-05 05:06:40
400000,3,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Almaty,Python,Банк,,2024-09-05 03:52:01
700000,3,2024,,,,Machine Learning Developer | ML разработчик,Middle,Local,Almaty,Python,Банк,,2024-09-04 19:48:57
1100000,3,2024,,,,Fullstack Developer,Middle,Foreign,Saran,PHP,IT продукт,,2024-09-04 19:41:14
750000,3,2024,,,,Data Scientist,Junior,Local,Almaty,Python,Банк,,2024-09-04 17:53:56
1200000,3,2024,26,Female,2016,Product Manager,Senior,Local,Almaty,,Телеком,,2024-09-04 17:50:40
150000,3,2024,,,,Product Analyst,Senior,Local,Almaty,Python,Финтех,,2024-09-04 17:42:44
